,mapping_framework,mapping_framework_version,capability_group,capability_id,,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,references,comments,organization,creation_date,last_update
420,veris,1.3.7,action.hacking,action.hacking.variety.Unknown,41,Unknown,related-to,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
421,veris,1.3.7,action.hacking,action.hacking.variety.Exploit misconfig,12,Exploit a misconfiguration (vs vuln or weakness),related-to,T1574.002,Hijack Execution Flow: DLL Side-Loading,12.1,enterprise,[],,,4/6/23,4/6/23
422,veris,1.3.7,action.hacking,action.hacking.variety.Exploit vuln,6,"Exploit vulnerability in code (vs misconfig or weakness). This can be used with other hacking enumerations, (such as XSS when an XSS vuln exists.). Parent of many hacking varieties.",related-to,T1574.002,Hijack Execution Flow: DLL Side-Loading,12.1,enterprise,[],,,4/6/23,4/6/23
423,veris,1.3.7,action.hacking,action.hacking.variety.Hijack,10,To assume control over and steal functionality for an illicit purpose (e.g. Hijacking phone number intercept SMS verification codes),related-to,T1574.002,Hijack Execution Flow: DLL Side-Loading,12.1,enterprise,[],,,4/6/23,4/6/23
424,veris,1.3.7,action.hacking,action.hacking.variety.Unknown,41,Unknown,related-to,T1574.002,Hijack Execution Flow: DLL Side-Loading,12.1,enterprise,[],,,4/6/23,4/6/23
425,veris,1.3.7,action.hacking,action.hacking.variety.Exploit misconfig,12,Exploit a misconfiguration (vs vuln or weakness),related-to,T1574.005,Hijack Execution Flow: Executable Installer File Permissions Weakness,12.1,enterprise,[],,,4/6/23,4/6/23
426,veris,1.3.7,action.hacking,action.hacking.variety.Hijack,10,To assume control over and steal functionality for an illicit purpose (e.g. Hijacking phone number intercept SMS verification codes),related-to,T1574.005,Hijack Execution Flow: Executable Installer File Permissions Weakness,12.1,enterprise,[],,,4/6/23,4/6/23
427,veris,1.3.7,action.hacking,action.hacking.variety.Unknown,41,Unknown,related-to,T1574.005,Hijack Execution Flow: Executable Installer File Permissions Weakness,12.1,enterprise,[],,,4/6/23,4/6/23
428,veris,1.3.7,action.hacking,action.hacking.variety.Exploit misconfig,12,Exploit a misconfiguration (vs vuln or weakness),related-to,T1574.010,Hijack Execution Flow: Services File Permissions Weakness,12.1,enterprise,[],,,4/6/23,4/6/23
429,veris,1.3.7,action.hacking,action.hacking.variety.Exploit misconfig,12,Exploit a misconfiguration (vs vuln or weakness),related-to,T1574.011,Hijack Execution Flow: Services Registry Permissions Weakness,12.1,enterprise,[],,,4/6/23,4/6/23
430,veris,1.3.7,action.hacking,action.hacking.variety.Exploit vuln,6,"Exploit vulnerability in code (vs misconfig or weakness). This can be used with other hacking enumerations, (such as XSS when an XSS vuln exists.). Parent of many hacking varieties.",related-to,T1574.004,Hijack Execution Flow: Dylib Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
431,veris,1.3.7,action.hacking,action.hacking.variety.Hijack,10,To assume control over and steal functionality for an illicit purpose (e.g. Hijacking phone number intercept SMS verification codes),related-to,T1574.004,Hijack Execution Flow: Dylib Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
432,veris,1.3.7,action.hacking,action.hacking.variety.Unknown,41,Unknown,related-to,T1574.004,Hijack Execution Flow: Dylib Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
433,veris,1.3.7,action.hacking,action.hacking.variety.Exploit vuln,6,"Exploit vulnerability in code (vs misconfig or weakness). This can be used with other hacking enumerations, (such as XSS when an XSS vuln exists.). Parent of many hacking varieties.",related-to,T1595.002,Active Scanning: Vulnerability Scanning,12.1,enterprise,[],,,4/6/23,4/6/23
434,veris,1.3.7,action.malware,action.malware.variety.Scan network,11,Enumerating the state of the network,related-to,T1595.002,Active Scanning: Vulnerability Scanning,12.1,enterprise,[],,,4/6/23,4/6/23
435,veris,1.3.7,action.hacking,action.hacking.variety.Forced browsing,4,Forced browsing or predictable resource location. Child of 'Exploit vuln'.,related-to,T1539,Steal Web Session Cookie,12.1,enterprise,[],,,4/6/23,4/6/23
436,veris,1.3.7,action.hacking,action.hacking.variety.MitM,6,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1539,Steal Web Session Cookie,12.1,enterprise,[],,,4/6/23,4/6/23
437,veris,1.3.7,action.hacking,action.hacking.variety.Session replay,2,Session replay. Child of 'Exploit vuln'.,related-to,T1539,Steal Web Session Cookie,12.1,enterprise,[],,,4/6/23,4/6/23
438,veris,1.3.7,action.malware,action.malware.variety.Capture app data,18,Capture data from application or system process,related-to,T1539,Steal Web Session Cookie,12.1,enterprise,[],,,4/6/23,4/6/23
439,veris,1.3.7,action.hacking,action.hacking.variety.Forced browsing,4,Forced browsing or predictable resource location. Child of 'Exploit vuln'.,related-to,T1583.003,Acquire Infrastructure: Virtual Private Server,12.1,enterprise,[],,,4/6/23,4/6/23
440,veris,1.3.7,action.hacking,action.hacking.variety.Unknown,41,Unknown,related-to,T1583.003,Acquire Infrastructure: Virtual Private Server,12.1,enterprise,[],,,4/6/23,4/6/23
441,veris,1.3.7,action.hacking,action.hacking.variety.Forced browsing,4,Forced browsing or predictable resource location. Child of 'Exploit vuln'.,related-to,T1583.004,Acquire Infrastructure: Server,12.1,enterprise,[],,,4/6/23,4/6/23
442,veris,1.3.7,action.hacking,action.hacking.variety.Unknown,41,Unknown,related-to,T1583.004,Acquire Infrastructure: Server,12.1,enterprise,[],,,4/6/23,4/6/23
443,veris,1.3.7,action.hacking,action.hacking.variety.Forced browsing,4,Forced browsing or predictable resource location. Child of 'Exploit vuln'.,related-to,T1583.006,Acquire Infrastructure: Web Services,12.1,enterprise,[],,,4/6/23,4/6/23
444,veris,1.3.7,action.hacking,action.hacking.variety.Unknown,41,Unknown,related-to,T1583.006,Acquire Infrastructure: Web Services,12.1,enterprise,[],,,4/6/23,4/6/23
445,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1583.006,Acquire Infrastructure: Web Services,12.1,enterprise,[],,,4/6/23,4/6/23
446,veris,1.3.7,action.malware,action.malware.variety.C2,36,Malware creates Command and Control capability for malware. Child of 'Backdoor or C2'.,related-to,T1583.006,Acquire Infrastructure: Web Services,12.1,enterprise,[],,,4/6/23,4/6/23
447,veris,1.3.7,value_chain.development,value_chain.development.variety.Website,1,Development of any full website controlled by the attacker,related-to,T1583.006,Acquire Infrastructure: Web Services,12.1,enterprise,[],,,4/6/23,4/6/23
448,veris,1.3.7,action.hacking,action.hacking.variety.HTTP request smuggling,2,HTTP request smuggling. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
449,veris,1.3.7,action.hacking,action.hacking.variety.HTTP request splitting,2,HTTP request splitting. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
450,veris,1.3.7,action.hacking,action.hacking.variety.HTTP response smuggling,2,HTTP response smuggling. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
451,veris,1.3.7,action.hacking,action.hacking.variety.HTTP response splitting,2,HTTP response splitting. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
452,veris,1.3.7,action.hacking,action.hacking.variety.Hijack,10,To assume control over and steal functionality for an illicit purpose (e.g. Hijacking phone number intercept SMS verification codes),related-to,T1185,Browser Session Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
453,veris,1.3.7,action.hacking,action.hacking.variety.MitM,6,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
454,veris,1.3.7,action.hacking,action.hacking.variety.Session fixation,2,Session fixation. Child of 'Exploit vuln'.,related-to,T1185,Browser Session Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
455,veris,1.3.7,action.malware,action.malware.variety.Capture app data,18,Capture data from application or system process,related-to,T1185,Browser Session Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
456,veris,1.3.7,action.hacking,action.hacking.variety.Hijack,10,To assume control over and steal functionality for an illicit purpose (e.g. Hijacking phone number intercept SMS verification codes),related-to,T1496,Resource Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
457,veris,1.3.7,action.malware,action.malware.variety.Click fraud,1,"Click fraud, whether or not cryptocurrency mining.  Also mark 'Click fraud or cryptocurrency mining'. Child of 'Click fraud and cryptocurrency mining'.",related-to,T1496,Resource Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
458,veris,1.3.7,action.malware,action.malware.variety.Click fraud and cryptocurrency mining,1,Click fraud or cryptocurrency mining. Parent of 'Click fraud' and 'Cryptocurrency mining'.,related-to,T1496,Resource Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
459,veris,1.3.7,action.malware,action.malware.variety.Cryptocurrency mining,1,"Cryptocurrency mining, whether or not click fraud. Child of 'Click fraud and cryptocurrency mining'.",related-to,T1496,Resource Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
460,veris,1.3.7,attribute.availability,attribute.availability.variety.Degradation,9,Performance degradation,related-to,T1496,Resource Hijacking,12.1,enterprise,[],,,4/6/23,4/6/23
461,veris,1.3.7,action.hacking,action.hacking.variety.Hijack,10,To assume control over and steal functionality for an illicit purpose (e.g. Hijacking phone number intercept SMS verification codes),related-to,T1574,Hijack Execution Flow,12.1,enterprise,[],,,4/6/23,4/6/23
462,veris,1.3.7,action.hacking,action.hacking.variety.Unknown,41,Unknown,related-to,T1574,Hijack Execution Flow,12.1,enterprise,[],,,4/6/23,4/6/23
463,veris,1.3.7,action.hacking,action.hacking.variety.XML injection,2,XML injection. Child of 'Exploit vuln'.,related-to,T1574,Hijack Execution Flow,12.1,enterprise,[],,,4/6/23,4/6/23
464,veris,1.3.7,action.hacking,action.hacking.variety.MitM,6,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1557,Man-in-the-Middle,12.1,enterprise,[],,,4/6/23,4/6/23
465,veris,1.3.7,action.hacking,action.hacking.variety.Routing detour,1,Routing detour. Child of 'Exploit vuln'.,related-to,T1557,Man-in-the-Middle,12.1,enterprise,[],,,4/6/23,4/6/23
466,veris,1.3.7,action.malware,action.malware.variety.MitM,4,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1557,Man-in-the-Middle,12.1,enterprise,[],,,4/6/23,4/6/23
467,veris,1.3.7,attribute.confidentiality,attribute.confidentiality.data_disclosure,69,,related-to,T1557,Man-in-the-Middle,12.1,enterprise,[],,,4/6/23,4/6/23
468,veris,1.3.7,action.hacking,action.hacking.variety.MitM,6,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1557.001,Man-in-the-Middle: LLMNR/NBT-NS Poisoning and Relay,12.1,enterprise,[],,,4/6/23,4/6/23
469,veris,1.3.7,action.malware,action.malware.variety.MitM,4,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1557.001,Man-in-the-Middle: LLMNR/NBT-NS Poisoning and Relay,12.1,enterprise,[],,,4/6/23,4/6/23
470,veris,1.3.7,action.hacking,action.hacking.variety.Null byte injection,1,Null byte injection. Child of 'Exploit vuln'.,related-to,T1027,Obfuscated Files or Information,12.1,enterprise,[],,,4/6/23,4/6/23
471,veris,1.3.7,action.malware,action.malware.variety.Disable controls,45,Disable or interfere with security controls,related-to,T1027,Obfuscated Files or Information,12.1,enterprise,[],,,4/6/23,4/6/23
472,veris,1.3.7,action.hacking,action.hacking.variety.Pass-the-hash,1,Pass-the-hash,related-to,T1550.002,Use Alternate Authentication Material: Pass the Hash,12.1,enterprise,[],,,4/6/23,4/6/23
473,veris,1.3.7,action.hacking,action.hacking.variety.Use of stolen creds,32,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1550.002,Use Alternate Authentication Material: Pass the Hash,12.1,enterprise,[],,,4/6/23,4/6/23
474,veris,1.3.7,action.malware,action.malware.variety.Pass-the-hash,2,Pass-the-hash,related-to,T1550.002,Use Alternate Authentication Material: Pass the Hash,12.1,enterprise,[],,,4/6/23,4/6/23
475,veris,1.3.7,action.malware,action.malware.variety.Password dumper,24,Password dumper (extract credential hashes),related-to,T1550.002,Use Alternate Authentication Material: Pass the Hash,12.1,enterprise,[],,,4/6/23,4/6/23
476,veris,1.3.7,action.hacking,action.hacking.variety.Profile host,20,Enumerating the state of the current host,related-to,T1082,System Information Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
477,veris,1.3.7,action.malware,action.malware.variety.Profile host,5,Enumerating the state of the current host,related-to,T1082,System Information Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
478,veris,1.3.7,action.hacking,action.hacking.variety.Profile host,20,Enumerating the state of the current host,related-to,T1033,System Owner/User Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
479,veris,1.3.7,action.malware,action.malware.variety.Capture stored data,16,Capture data stored on system disk,related-to,T1033,System Owner/User Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
480,veris,1.3.7,action.malware,action.malware.variety.Profile host,5,Enumerating the state of the current host,related-to,T1033,System Owner/User Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
481,veris,1.3.7,action.hacking,action.hacking.variety.Profile host,20,Enumerating the state of the current host,related-to,T1007,System Service Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
482,veris,1.3.7,action.malware,action.malware.variety.Profile host,5,Enumerating the state of the current host,related-to,T1007,System Service Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
483,veris,1.3.7,action.hacking,action.hacking.variety.Profile host,20,Enumerating the state of the current host,related-to,T1012,Query Registry,12.1,enterprise,[],,,4/6/23,4/6/23
484,veris,1.3.7,action.malware,action.malware.variety.Profile host,5,Enumerating the state of the current host,related-to,T1012,Query Registry,12.1,enterprise,[],,,4/6/23,4/6/23
485,veris,1.3.7,action.hacking,action.hacking.variety.Profile host,20,Enumerating the state of the current host,related-to,T1083,File and Directory Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
486,veris,1.3.7,action.malware,action.malware.variety.Capture stored data,16,Capture data stored on system disk,related-to,T1083,File and Directory Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
487,veris,1.3.7,action.malware,action.malware.variety.Profile host,5,Enumerating the state of the current host,related-to,T1083,File and Directory Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
488,veris,1.3.7,action.hacking,action.hacking.variety.Profile host,20,Enumerating the state of the current host,related-to,T1057,Process Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
489,veris,1.3.7,action.hacking,action.hacking.variety.Profile host,20,Enumerating the state of the current host,related-to,T1120,Peripheral Device Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
490,veris,1.3.7,action.hacking,action.hacking.variety.Profile host,20,Enumerating the state of the current host,related-to,T1124,System Time Discovery,12.1,enterprise,[],,,4/6/23,4/6/23
